resourceKey,origin,moduleCode,resourceType,name,description,previewDescription,repeatPlayHint
emotion-scene:scene-71,emotion-scene,emotional,emotion_scene,安静的考场上肚子大声咕噜叫,识别因生理反应在正式场合引发的尬尴情绪，理解身体信号与环境氛围的冲突，训练儿童接纳正常的生理现象，降低对他人的过度敏感度。,,
emotion-scene:scene-72,emotion-scene,emotional,emotion_scene,好朋友转学离开了,识别面对重要社会关系断裂时的忧伤情绪，理解人际关系的变动性，训练儿童学习健康的告别方式，并尝试通过新媒介维持长远情感联系。,,
emotion-scene:scene-73,emotion-scene,emotional,emotion_scene,第一次学会骑两轮自行车,识别掌握复杂大肌肉动作技能后的自豪情绪，理解克服恐惧与平衡失败后的成功体验，强化儿童对自我身体控制力的自信。,,
emotion-scene:scene-74,emotion-scene,emotional,emotion_scene,收到同学亲手做的新年贺卡,识别获得同伴关注与认可时的开心情绪，理解人际交往中情感互惠的意义，训练儿童学习感知他人的善意并做出礼貌的反馈行为。,,
emotion-scene:scene-75,emotion-scene,emotional,emotion_scene,在沙滩上安静地堆沙堡,识别沉浸于创造性活动时的心流与平静情绪，理解自我驱动型游戏的心理治愈力，训练儿童在独立活动中获得情感调节与内心满足。,,
emotion-scene:scene-76,emotion-scene,emotional,emotion_scene,最喜欢的贴纸书被人撕坏,识别心爱之物被损毁时的愤怒情绪，理解物品价值与情感链接受损的关联，训练儿童通过合法途径寻求补偿或学会寻求成年人调解冲突。,,
emotion-scene:scene-77,emotion-scene,emotional,emotion_scene,走错班级被全班同学盯着看,识别成为焦点时的突发尴尬情绪，理解行为失误与他人注视间的社交压力，训练儿童快速修正错误并保持镇定的应变能力。,,
emotion-scene:scene-78,emotion-scene,emotional,emotion_scene,课桌上突然出现一只大蜘蛛,识别对特定昆虫或突发状况的恐惧情绪，理解生理本能的防御反应，训练儿童在应激状态下评估真实危险程度并学会寻求成年人帮助。,,
emotion-scene:scene-79,emotion-scene,emotional,emotion_scene,期待的秋游因为暴雨取消了,识别预期落空后的失落情绪，理解客观因素对计划的影响，训练儿童的认知灵活性，学习接受计划变更并尝试室内替代活动。,,
emotion-scene:scene-8,emotion-scene,emotional,emotion_scene,过年收到长辈的红压岁钱,识别节日社交场景中的开心情绪，理解“获得礼物/长辈关爱-开心”的因果关系，学习在开心状态下做出正确的社交回应（如微笑、道谢）。,,
emotion-scene:scene-80,emotion-scene,emotional,emotion_scene,足球比赛踢进了制胜的一球,,识别在集体竞技中获得关键成功时的自豪情绪，理解个人努力对团队目标的决定性贡献，体验自我价值的实现并学习与同伴共享高光时刻。,,
emotion-scene:scene-9,emotion-scene,emotional,emotion_scene,和同学打乒乓球赢了球,识别体育比赛获胜场景中的开心情绪，理解努力获得胜利的成就感，学习合理表达赢球后的快乐并兼顾同伴感受的体育礼仪。,,
emotional-game:G01_BALLOON,emotional-game,emotional,game,深呼吸热气球,通过按住吸气、松开呼气的温和互动，帮助孩子练习平稳呼吸与自我安抚。,按住主按钮慢慢吸气，松开时轻轻呼气，帮助热气球平稳升空，练习柔和呼吸与自我安抚。,每次进入都会轮换天空主题、任务目标和云层节奏，可根据孩子当下状态反复练习。
emotional-game:G03_FOREST,emotional-game,emotional,game,音量魔法森林,对着麦克风用日常对话的音量说话，唤醒森林里的萤火虫和小动物，练习柔和的声音调节。,先和森林一起安静 2 秒，再用平时说话的声音对小熊说一句“你好”，之后把音量稳定在日常对话区间，唤醒萤火虫和小动物。,每次会轮换小动物组合、森林地形和灯泡颜色，让孩子在反复练习中慢慢找到“魔法声音”。
emotional-game:G04_WIPE_ICE,emotional-game,emotional,game,擦亮坏心情,用大范围、连续的手势擦掉冰霜，让底部的阳光笑脸慢慢亮起来，帮助孩子把坏心情释放出去。,用整只手臂带着手指快速擦掉冰霜，让藏在下面的阳光笑脸一点点露出来。简单模式很快就会融化，中等模式停太久会慢慢结冰，困难模式要把厚厚的冰霜反复擦亮三次。,每次会轮换底部笑脸细节、冰霜裂纹和光点节奏，让孩子在不同状态下反复做大动作释放，慢慢把坏心情擦干净。
emotional-game:G07_MONSTER,emotional-game,emotional,game,喂食情绪小怪兽,把合适的安抚工具拖给不同情绪颜色的小怪兽，帮助孩子练习情绪匹配、照顾他人与问题解决。,把水杯、拥抱、耳罩等安抚工具拖给对应情绪颜色的小怪兽。简单模式只有 1 只怪兽和 2 个工具，中等模式会同时出现 2 只怪兽和更多干扰项，困难模式里工具还会放在缓慢移动的传送带上。,每次会轮换怪兽组合、工具顺序和 L3 传送带节奏，让孩子在反复练习中慢慢学会“谁现在需要什么安抚工具”。
physical-equipment:emotional-regulation-box01-seq001,physical-equipment,emotional,equipment,表情解码套装,像玩连连看一样配对表情蛋，教孩子认清喜怒哀乐。让脸盲的孩子快速记住别人的表情含义。,,
physical-equipment:emotional-regulation-box01-seq002,physical-equipment,emotional,equipment,社交表情建构组,用积木拼出五官的位置，让小小孩明白眼睛眉毛怎么动才是开心。教孩子读懂别人的脸部信号。,,
physical-equipment:emotional-regulation-box01-seq003,physical-equipment,emotional,equipment,感官情绪建构组,拼搭更复杂的表情积木，观察眉毛翘起是生气还是惊讶。教孩子看懂脸上细微的情绪变化。,,
physical-equipment:emotional-regulation-box02-seq004,physical-equipment,emotional,equipment,心感解码套卡,看图猜猜画里的人心里在想什么。专门训练孩子学会换位思考，搞懂别人没说出口的小情绪。,,
physical-equipment:emotional-regulation-box02-seq005,physical-equipment,emotional,equipment,情绪行为引导套卡,把心情像红绿灯一样分级。让孩子看着卡片就知道自己现在多生气，该停下来深呼吸冷静了。,,
physical-equipment:emotional-regulation-box02-seq006,physical-equipment,emotional,equipment,表情镜像干预组,照着镜子做鬼脸，看看自己生气时脸是什么样。帮孩子控制面部肌肉，学会管理自己的表情。,,
physical-equipment:emotional-regulation-box03-seq007,physical-equipment,emotional,equipment,口型发音训练镜,插卡录音，一边看口型一边听声音。帮不爱说话的孩子把图画和声音对上号，诱导开口表达。,,
physical-equipment:emotional-regulation-box03-seq008,physical-equipment,emotional,equipment,情绪分层引导盒,害羞不敢说话就让手偶替你说。躲在盒子后面表演，让社恐的孩子卸下防备，大胆表达心声。,,
physical-equipment:emotional-regulation-box04-seq009,physical-equipment,emotional,equipment,AI情绪管理仪,它是能听懂情绪的机器人，帮孩子分析说话语气对不对。把看不见的声音变成能看懂的分数。,,
physical-equipment:emotional-regulation-box05-seq010,physical-equipment,emotional,equipment,情绪解码互动桌游,把乱糟糟的心情按颜色分类装进瓶子。通过游戏帮孩子理清情绪，明白自己到底在发什么火。,,
physical-equipment:emotional-regulation-box06-seq011,physical-equipment,emotional,equipment,情绪管理桌游,喂小怪兽吃东西来学情绪词汇。好玩的喂食动作能抓住孩子的注意力，让枯燥的学习变有趣。,,
physical-equipment:emotional-regulation-box07-seq012,physical-equipment,emotional,equipment,共情解码沟通桌游,玩游戏换个角度看问题，猜猜对方为什么那样做。专门治孩子以自我为中心，减少人际冲突。,,
physical-equipment:emotional-regulation-box08-seq013,physical-equipment,emotional,equipment,百变造型桌游,像贴画一样拼出现在的表情。让说不清楚话的孩子用拼图告诉老师：我现在很难过或很开心。,,
physical-equipment:emotional-regulation-box09-seq014,physical-equipment,emotional,equipment,故事手偶,套上手偶演一出戏，把刚才发生的冲突重演一遍。教孩子理清前因后果，学会把事情说清楚。,,
physical-equipment:emotional-regulation-box10-seq015,physical-equipment,emotional,equipment,可视化沟通板套装,按下按钮就能说话，帮孩子表达“我要喝水”或“我不开心”。从一个词开始慢慢学会造句。,,
physical-equipment:emotional-regulation-box11-seq016,physical-equipment,emotional,equipment,振动感官安抚拥抱枕,抱紧它就会震动，这种因果反馈特别吸引孩子。既能做安抚玩具，又能当做表现好的小奖励。,,
physical-equipment:emotional-regulation-box12-seq017,physical-equipment,emotional,equipment,重力安抚器,沉甸甸的小熊抱在怀里，就像妈妈的拥抱。孩子哭闹或者睡不着时抱着它，很快就安心了。,,
physical-equipment:emotional-regulation-box13-seq018,physical-equipment,emotional,equipment,加权安抚感知组,比普通玩偶重很多的狐狸，压在腿上特别踏实。受惊吓或者感官超载时，它是最好的陪伴。,,
physical-equipment:emotional-regulation-box14-seq019,physical-equipment,emotional,equipment,节律安抚玩偶,软萌兔子带灯光还会唱歌，抱着它非常有安全感。温柔的节奏能帮焦虑的孩子慢慢放松入睡。,,
physical-equipment:emotional-regulation-box15-seq020,physical-equipment,emotional,equipment,触觉情绪调节组,捏一捏带刺或光滑的小球，手感各不相同。心烦意乱时使劲捏它，通过触觉刺激转移坏情绪。,,
physical-equipment:emotional-regulation-box16-seq021,physical-equipment,emotional,equipment,多维情绪调节组,这个球很难拼，逼着孩子必须动脑子思考。大脑一运转逻辑，发脾气的“情绪脑”就自动熄火。,,
physical-equipment:emotional-regulation-box17-seq022,physical-equipment,emotional,equipment,触感解压组,摸起来像玉石一样温润，把它们排排队。这种简单的重复动作，能让焦虑的孩子立刻静下心。,,
physical-equipment:emotional-regulation-box18-seq023,physical-equipment,emotional,equipment,多模态视觉安抚组,满屋子都是柔和的海浪光影，像海底世界一样安静。专门用来安抚感官超载、即将崩溃的孩子。,,
physical-equipment:emotional-regulation-box18-seq024,physical-equipment,emotional,equipment,八音盒,拧紧发条听听清脆的音乐，机械声很有规律。这种简单的重复声音，是听觉敏感孩子的避风港。,,
physical-equipment:emotional-regulation-box19-seq025,physical-equipment,emotional,equipment,多模态色彩感知组,小星星握在手里发着光，走到哪亮到哪。给怕黑的孩子一种掌控感，视觉聚焦让他们不再乱跑。,,
physical-equipment:emotional-regulation-box19-seq026,physical-equipment,emotional,equipment,七彩渐变感知组,捧着变色的月亮灯，光线柔和不刺眼。在黑暗的感官室里，它是引导孩子视线移动的安全光点。,,
physical-equipment:emotional-regulation-box20-seq027,physical-equipment,emotional,equipment,情绪解压组-吐泡企鹅,只要使劲捏，企鹅嘴里就吐泡泡。把想打人的手劲用在捏玩具上，看着滑稽的泡泡就气消了。,,
physical-equipment:emotional-regulation-box20-seq027-a,physical-equipment,emotional,equipment,情绪解压组-瞪眼小龙,一捏它眼睛就爆出来，样子特别逗。专门给愤怒的孩子发泄用，用力捏它比破坏东西好得多。,,
physical-equipment:emotional-regulation-box20-seq027-b,physical-equipment,emotional,equipment,情绪解压组-吐舌青蛙,捏一下舌头吐出来，松手又缩回去。简单的互动反馈，能让紧张的孩子在玩耍中不知不觉放松。,,
physical-equipment:emotional-regulation-box20-seq027-c,physical-equipment,emotional,equipment,情绪解压组-惨叫鸡,捏它会发出惨叫声，听着很解压。允许孩子用它大声发泄情绪，或者帮害怕声音的孩子练胆量。,,
physical-equipment:emotional-regulation-box20-seq027-d,physical-equipment,emotional,equipment,情绪解压组-发光兔子,捏它就会发光，在暗处玩特别漂亮。适合躲在角落里玩，通过挤压和看光，自己把情绪调好。,,
physical-equipment:emotional-regulation-box21-seq028,physical-equipment,emotional,equipment,可流动情绪释放组,踩上去地板里的彩色液体会跑，像踩水坑一样。吸引低头族孩子动起来，跑跑跳跳释放压力。,,
physical-equipment:emotional-regulation-box21-seq029,physical-equipment,emotional,equipment,行为疏导支持教具,把软胶条塞进洞里再抠出来，手感特别好。上课手闲不住时玩这个，能代替咬手或抠桌子的坏毛病。,,
physical-equipment:emotional-regulation-box22-seq030,physical-equipment,emotional,equipment,敲击式情绪宣泄板,既能敲琴又能打地鼠，想怎么敲就怎么敲。让孩子在叮叮当当的声音里，把浑身的劲儿都发泄掉。,,
physical-equipment:emotional-regulation-box23-seq031,physical-equipment,emotional,equipment,呐喊消音教具,对着壶口拼命尖叫，声音会被“吃掉”变很小。想崩溃尖叫时用它，既发泄了又不会吓到别人。,,
physical-equipment:emotional-regulation-box23-seq032,physical-equipment,emotional,equipment,发声解压垫,坐上去会发出放屁的声音，孩子们都会笑。用这种恶作剧的小幽默，瞬间打破紧张僵硬的气氛。,,
physical-equipment:emotional-regulation-box24-seq033,physical-equipment,emotional,equipment,多感协同情绪稳定组,翻翻书上的毛毡农场，粘粘贴贴一点声音都没有。让好动的孩子在课堂上安静地忙活手里的事。,,
physical-equipment:emotional-regulation-box25-seq034,physical-equipment,emotional,equipment,绘画套装-迷你绘画本,巴掌大的小本子，想画什么随手就画。心情不好又说不出来时，涂鸦是最好的情绪出口。,,
physical-equipment:emotional-regulation-box25-seq034-a,physical-equipment,emotional,equipment,绘画套装-信笔涂鸦本,大本子画起来更过瘾，随便涂抹不设限。让孩子在画画中安静下来，享受一段艺术疗愈时光。,,
physical-equipment:emotional-regulation-box26-seq035,physical-equipment,emotional,equipment,翻转情绪调节组,这个方块可以无限翻转，怎么翻都顺手。焦虑想做刻板动作时，玩这个能代替甩手或晃身体。,,
physical-equipment:emotional-regulation-box27-seq036,physical-equipment,emotional,equipment,趣味故事组-小布书手套,戴上手套，五个指头变成五只小动物。在手掌上演话剧，吸引孩子盯着看，诱导他们开口互动。,,
physical-equipment:emotional-regulation-box27-seq036-a,physical-equipment,emotional,equipment,趣味故事组-立体机关书,一翻开书里的画就弹起来，拉一下还能动。这种惊喜感能让不爱看书的孩子也愿意动手翻一翻。,,
physical-equipment:emotional-regulation-box28-seq037,physical-equipment,emotional,equipment,触觉平衡调节套件,把奇形怪状的木头石头叠高高，手一抖就倒。引导着孩子必须屏住呼吸静下心，专注力拉满。,,
physical-equipment:emotional-regulation-box29-seq038,physical-equipment,emotional,equipment,安静工具箱,不停地拧螺丝螺母，机械动作很解压。这种重复的旋转用力，能让躁动的身体迅速安静镇定。,,
physical-equipment:emotional-regulation-box30-seq039,physical-equipment,emotional,equipment,推理能力引导工具组,拨动珠子走迷宫，眼睛必须盯着手。用这种单一的目标任务，把孩子从情绪风暴里拉出来。,,
physical-equipment:fine-motor-box01-seq001,physical-equipment,sensory,equipment,多彩泥套件,捏一捏揉一揉，把泥巴变出各种形状。既练手指力气，软软的手感还能让孩子发脾气时心情变好。,,
physical-equipment:fine-motor-box01-seq002,physical-equipment,sensory,equipment,捏捏乐套件,使劲捏这个软球，看着它变形又变回来。孩子手痒想动时玩这个，既解压又能锻炼手掌的抓握力。,,
physical-equipment:fine-motor-box02-seq003,physical-equipment,sensory,equipment,扭扭乐,拿在手里不停地扭来扭去，怎么扭都顺手。上课坐不住时玩这个，能让焦躁的手安静下来，集中精神。,,
physical-equipment:fine-motor-box02-seq004,physical-equipment,sensory,equipment,柔感粒按握盒,用手指使劲按压盒子里的颗粒，像揉面团一样。专门帮握笔没劲、写字手抖的孩子练手劲，打好基础。,,
physical-equipment:fine-motor-box02-seq005,physical-equipment,sensory,equipment,流动感官调控板,晃动板子看里面的液体流来流去，非常漂亮。孩子烦躁时盯着看，心情马上变好，还能锻炼手腕灵活。,,
physical-equipment:fine-motor-box03-seq006,physical-equipment,sensory,equipment,块趣叠萌盒,把奇形怪状的积木叠高高，倒了也不怕。训练孩子手要稳、眼要准，锻炼手眼配合和空间想象力。,,
physical-equipment:fine-motor-box03-seq015,physical-equipment,sensory,equipment,视觉追踪靶,哪里亮灯点哪里，速度越来越快。像打地鼠一样刺激，训练孩子眼睛看得到、手指跟得上的反应能力。,,
physical-equipment:fine-motor-box04-seq007,physical-equipment,sensory,equipment,钓鱼乐,拿着鱼竿瞄准，要把晃动的小鱼钓上来。这需要手特别稳，眼睛盯着不放，还能学着轮流玩游戏。,,
physical-equipment:fine-motor-box05-seq008,physical-equipment,sensory,equipment,拼装拾取组,用手捡起石头排排队或者叠起来，手感很舒服。教孩子按颜色大小分类，在玩耍中学会数学逻辑。,,
physical-equipment:fine-motor-box06-seq009,physical-equipment,sensory,equipment,晶彩搭组,彩色透明积木在阳光下特别美，孩子喜欢拿起来看。用三个手指捏着搭城堡，锻炼抓握和辨别颜色。,,
physical-equipment:fine-motor-box07-seq010,physical-equipment,sensory,equipment,电子迷宫,拿着笔走迷宫，碰到边就会响，很刺激。逼着孩子手不能抖、心不能急，极度锻炼专注力和控笔能力。,,
physical-equipment:fine-motor-box07-seq011,physical-equipment,sensory,equipment,趣味闯关游戏组,拨开关、按按钮，像操作机器一样带球闯关。手指动个不停，脑子也得跟着转，锻炼手脑配合和逻辑。,,
physical-equipment:fine-motor-box08-seq012,physical-equipment,sensory,equipment,视觉追踪鱼,鱼儿转来转去，眼睛要紧紧盯着它，看准时机一把抓住。专门训练孩子眼睛追视能力和反应速度。,,
physical-equipment:fine-motor-box08-seq013,physical-equipment,sensory,equipment,彩虹叠叠乐,底座是摇晃的，往上叠圈圈可不容易。孩子必须控制好手劲，轻轻放才不会倒，锻炼耐心和控制力。,,
physical-equipment:fine-motor-box09-seq014,physical-equipment,sensory,equipment,萌趣小镇,把磁铁贴片拿起来贴在背景板上，拼出小镇故事。用手指捏贴片很练手，还能让孩子讲讲发生了什么。,,
physical-equipment:fine-motor-box10-seq016,physical-equipment,sensory,equipment,磁力画板,用磁力笔吸着珠子走，像写字一样运笔。既能画画又能练握笔姿势，让孩子以后写字手不累、线条直。,,
physical-equipment:fine-motor-box11-seq017,physical-equipment,sensory,equipment,拓扑球,把彩珠在球的轨道里推来推去，手感很好。这能锻炼手指的灵活度，也是孩子思考时的解压神器。,,
physical-equipment:fine-motor-box11-seq018,physical-equipment,sensory,equipment,狡猾的鱼,两手端着盘子晃动，眼睛盯着看，控制珠子在路径中滚动不掉出来。训练身体平衡和协调。,,
physical-equipment:fine-motor-box12-seq019,physical-equipment,sensory,equipment,综合平衡游戏平台,小心翼翼抽出一根棍子，不能碰倒其他的。这需要屏住呼吸、手指轻轻捏，锻炼极度的耐心和手稳。,,
physical-equipment:fine-motor-box13-seq020,physical-equipment,sensory,equipment,叠叠高,从积木塔里抽一块出来再叠上去，惊险又刺激。孩子得控制冲动慢动作操作，锻炼抗挫折能力和手稳。,,
physical-equipment:fine-motor-box14-seq021,physical-equipment,sensory,equipment,协调反应训练器,看着棍子掉下来，瞬间伸手抓住。这能训练孩子精神高度集中，眼睛和手配合得像闪电一样快。,,
physical-equipment:fine-motor-box14-seq022,physical-equipment,sensory,equipment,眼疾手快游戏组,棍子随机掉下来，看准了赶紧接住。让走神的孩子立马精神起来，极高强度地锻炼反应速度和专注力。,,
physical-equipment:fine-motor-box15-seq023,physical-equipment,sensory,equipment,多功能操作台,像修理工一样拧螺丝、用扳手。需要手腕转动和手指用力，锻炼孩子使用工具的能力和动手解决问题。,,
physical-equipment:fine-motor-box16-seq024,physical-equipment,sensory,equipment,面条操作台,用筷子夹起“面条”放到碗里，模拟做饭。专门教孩子怎么拿筷子、怎么用力，以后吃饭不用喂。,,
physical-equipment:fine-motor-box17-seq025,physical-equipment,sensory,equipment,逻辑工坊台,一只手拿螺丝，一只手拿起子，两手配合组装齿轮。让孩子明白机械原理，锻炼双手协作和逻辑思维。,,
physical-equipment:fine-motor-box18-seq026,physical-equipment,sensory,equipment,指趣动作游戏,用镊子把小毛球夹进试管里，按颜色分类。锻炼大拇指和食指的配合，为拿笔写字锻炼虎口力量。,,
physical-equipment:fine-motor-box19-seq027,physical-equipment,sensory,equipment,电动百变齿轮游戏,用电动钻头把齿轮装好，一按开关全转起来。强烈的震动反馈让手感很棒，锻炼空间搭建和因果认知。,,
physical-equipment:fine-motor-box20-seq028,physical-equipment,sensory,equipment,喂食游戏,用夹子夹起食物喂给小动物吃。让孩子在过家家中练习手指控制，顺便认识动物吃什么，培养爱心。,,
physical-equipment:fine-motor-box21-seq029,physical-equipment,sensory,equipment,夹珠子游戏,珠子圆溜溜的很滑，想夹起来可不容易。逼着孩子手指用力要准、注意力要集中，为自己吃饭打基础。,,
physical-equipment:fine-motor-box22-seq030,physical-equipment,sensory,equipment,情景模拟-交流辅具,按下按钮就能说话，结合图片表达想要什么。帮手部动作不灵活、无法说话的孩子轻松表达需求。,,
physical-equipment:fine-motor-box22-seq035,physical-equipment,sensory,equipment,声音标尺,捏着滑块上下移动，代表声音大小。用手部动作帮孩子理解什么是“大声”和“小声”，学会控制音量。,,
physical-equipment:fine-motor-box23-seq031,physical-equipment,sensory,equipment,生活操作板,拉拉链、扣扣子、系鞋带，板子上全都有。专门训练两只手怎么配合，解决孩子穿衣服慢、不会系的难题。,,
physical-equipment:fine-motor-box24-seq032,physical-equipment,sensory,equipment,多彩女孩,给立体的娃娃穿衣服、系扣子。比平面的板子更真实，让孩子在玩耍中学会怎么给自己穿衣服。,,
physical-equipment:fine-motor-box25-seq033,physical-equipment,sensory,equipment,多彩瓢虫,可爱的瓢虫身上有各种扣子和拉链。孩子喜欢抱着玩，不知不觉就学会了系扣子，提升生活自理能力。,,
physical-equipment:fine-motor-box26-seq034,physical-equipment,sensory,equipment,毛毛虫穿板,拿着绳子穿过一个个小洞，像缝衣服一样。锻炼孩子看准洞口、两手配合拉绳，能让孩子静坐很久。,,
physical-equipment:social-communication-box01-seq001,physical-equipment,social,equipment,视觉诱导-光纤棒,晃动发光棒吸引孩子目光，教他眼睛跟着光走。这是让孩子学会“看人”的第一步。,,
physical-equipment:social-communication-box01-seq002,physical-equipment,social,equipment,视觉诱导-多彩球,发光的球在眼前滚过，吸引孩子去追视。训练眼神不仅要盯着看，还要能灵活地转动寻找。,,
physical-equipment:social-communication-box02-seq003,physical-equipment,social,equipment,感官调节-耳罩,戴上它隔绝刺耳噪音，保护听觉敏感的孩子。防止因为太吵而发脾气或逃跑，安心待在人群里。,,
physical-equipment:social-communication-box02-seq004,physical-equipment,social,equipment,感官调节-冷静瓶,看着瓶子里的沙漏慢慢流下，心情也跟着平静。教孩子发脾气时盯着它看，学会自己冷静。,,
physical-equipment:social-communication-box03-seq005,physical-equipment,social,equipment,情绪认知-触觉解压球,四个球摸起来手感都不一样。捏一捏，感受软硬变化，帮助孩子通过触觉来分辨和发泄情绪。,,
physical-equipment:social-communication-box03-seq006,physical-equipment,social,equipment,情绪认知-木质互动组,像拼图一样拼出笑脸或哭脸。让孩子动手摸摸眼睛嘴巴的形状，明白“开心”长什么样。,,
physical-equipment:social-communication-box03-seq007,physical-equipment,social,equipment,情绪认知-悦知互动组,转动方块就能快速变脸。训练孩子一眼看懂别人的表情变化，知道对方是高兴还是生气。,,
physical-equipment:social-communication-box04-seq008,physical-equipment,social,equipment,基础沟通-主动沟通卡,卡片上画着常用的东西，想要什么就拿卡片换。帮不会说话的孩子主动表达需求，减少哭闹。,,
physical-equipment:social-communication-box04-seq009,physical-equipment,social,equipment,基础沟通-社交沟通场景组合,一步步教孩子怎么和人打交道。从被人叫名字有反应，到主动去找小朋友玩，全都有图示。,,
physical-equipment:social-communication-box05-seq010,physical-equipment,social,equipment,肢体模仿-协作器,两个人拉着弹力带一起动，你进我退。必须配合对方的节奏才能玩，训练身体默契和合作。,,
physical-equipment:social-communication-box05-seq011,physical-equipment,social,equipment,肢体模仿-趣动组合套,穿上装备互相追逐，在奔跑中学会遵守游戏规则。明白玩游戏要有分寸，不能撞人或耍赖。,,
physical-equipment:social-communication-box05-seq012,physical-equipment,social,equipment,肢体模仿-指引卡,看图做什么动作，或者听指令做动作。训练孩子听懂“举手、抬腿”这些话，并马上照着做。,,
physical-equipment:social-communication-box06-seq013,physical-equipment,social,equipment,规则建立-互动灯,红灯停绿灯行，把等待变得像游戏一样。解决孩子没耐心、不愿排队或轮流玩的难题。,,
physical-equipment:social-communication-box06-seq014,physical-equipment,social,equipment,规则建立-强化收纳罐,表现好就奖励一个币，攒够了换礼物。让孩子学会忍耐当下的诱惑，为了更大的目标去努力。,,
physical-equipment:social-communication-box07-seq015,physical-equipment,social,equipment,规则建立-身体语言组合卡,看图猜猜这个动作是什么意思。教孩子读懂别人的手势和姿态，明白没说出口的潜台词。,,
physical-equipment:social-communication-box07-seq016,physical-equipment,social,equipment,规则建立-声音标尺,把音量大小画在尺子上。让孩子一眼看懂在图书馆要小声，在操场可以大声，学会控制嗓门。,,
physical-equipment:social-communication-box08-seq017,physical-equipment,social,equipment,肢体互动-形言互动教具,一个比划一个猜，不许说话。逼着孩子用肢体动作去表达意思，学会站在别人的角度想办法。,,
physical-equipment:social-communication-box09-seq018,physical-equipment,social,equipment,肢体互动-稳取平衡组,小心地抽走木棍，不能让球掉下来。大家轮流玩，训练孩子耐心等待别人操作，控制冲动。,,
physical-equipment:social-communication-box10-seq019,physical-equipment,social,equipment,肢体互动-植序插拼组,把叶子插在树干上，比比谁插得稳。适合几个孩子坐在一起各玩各的，互不干扰但有陪伴。,,
physical-equipment:social-communication-box11-seq020,physical-equipment,social,equipment,策略游戏-速应协作游戏套,眼疾手快抢答题，紧张又刺激。让孩子习惯这种竞争氛围，输了不哭闹，赢了不骄傲。,,
physical-equipment:social-communication-box12-seq021,physical-equipment,social,equipment,策略游戏-追应互动游戏组,简单的猫抓老鼠游戏，轮流当猫和老鼠。让孩子明白玩游戏要守规矩，还要学会接受输赢。,,
physical-equipment:social-communication-box13-seq022,physical-equipment,social,equipment,策略游戏-棋盘组合,经典的下棋游戏，大家坐下来慢慢玩。能让孩子坐得住，学会思考下一步怎么走才能赢。,,
physical-equipment:social-communication-box14-seq023,physical-equipment,social,equipment,精细博弈-织创桌面协作组,比赛谁先把图形穿好线。在有干扰的比赛环境里，锻炼孩子专心致志做手头的事，不受影响。,,
physical-equipment:social-communication-box15-seq024,physical-equipment,social,equipment,精细博弈-叠叠高,积木越叠越高，随时会倒。即使倒了也要鼓励孩子重新来过，专门锻炼抗挫折能力和手稳。,,
physical-equipment:social-communication-box16-seq025,physical-equipment,social,equipment,精细博弈-半圆平衡,在摇晃的半圆上叠积木，更难更刺激。需要两只手配合好，还得动脑筋想办法保持平衡。,,
physical-equipment:social-communication-box17-seq026,physical-equipment,social,equipment,反应游戏-匹配游戏组,像侦探一样找线索，排除错误的找到正确的。训练孩子的逻辑推理能力，学会动脑筋。,,
physical-equipment:social-communication-box18-seq027,physical-equipment,social,equipment,反应游戏-数字沙包,大家一起扔沙包，边扔边认数字。把枯燥的学习变成集体运动，让孩子在互动中开心大叫。,,
physical-equipment:social-communication-box19-seq028,physical-equipment,social,equipment,反应游戏-专注力训练组,听到什么颜色敲什么颜色，反应要快。训练孩子控制住手，不乱敲乱打，听清楚指令再动。,,
physical-equipment:social-communication-box20-seq029,physical-equipment,social,equipment,社交距离-传声筒,两人拉开距离用传声筒说话。为了听清对方说什么，孩子必须学会提问和核对信息。,,
physical-equipment:social-communication-box21-seq030,physical-equipment,social,equipment,社交距离-脚垫丈量,站在脚垫上说话，直观地感受“太近了”或“太远了”。教孩子掌握和人说话的合适距离。,,
physical-equipment:social-communication-box21-seq031,physical-equipment,social,equipment,时间管理-可视化计时器,红色圆盘慢慢消失，时间看得见。告诉孩子还有多久结束，缓解他们对未知的焦虑感。,,
physical-equipment:social-communication-box22-seq032,physical-equipment,social,equipment,共同建构-协作创构积木组,两个人合伙搭一个作品，必须商量着来。逼着孩子开口和同伴沟通：“你拿这个，我拿那个”。,,
physical-equipment:social-communication-box23-seq033,physical-equipment,social,equipment,共同建构-互动桌游,两人拉着绳子控制球进洞，必须动作一致。训练孩子时刻关注同伴的动作，学会配合。,,
physical-equipment:social-communication-box24-seq034,physical-equipment,social,equipment,角色扮演-冰淇淋餐车,假装卖冰淇淋，练习买卖对话。让孩子在游戏里演练怎么打招呼、怎么排队、怎么付钱。,,
physical-equipment:social-communication-box25-seq035,physical-equipment,social,equipment,角色扮演-家园,摆弄农场里的小动物和人物，编故事玩。锻炼孩子讲故事的能力，想象小动物们在干什么。,,
physical-equipment:social-communication-box26-seq036,physical-equipment,social,equipment,竞争合作-趣食协作训练套,按下按钮青蛙就吃豆子，比比谁吃得多。简单的手指运动，让孩子享受单纯的比赛乐趣。,,
physical-equipment:social-communication-box27-seq037,physical-equipment,social,equipment,竞争合作-认知互动教具,沙漏在计时，要赶紧找到配对的卡片。全方位挑战眼力和脑力，锻炼快速反应和分类。,,
